chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,label
0.187394,6.065043,0.204081,1.232331,-0.127895,-0.000873,-0.285207,-0.002999,-0.079700,-0.000334,0.548182,1.057895,15.450651,0.181200,36.507972,0.008058,-0.113427,classical
-0.111575,7.049242,0.184942,0.088214,-0.127906,-0.000873,-0.285239,-0.002999,-0.079712,-0.000334,0.713019,1.347599,15.459929,0.092340,36.518881,0.010093,-0.114894,classical
0.360754,8.886256,0.040304,0.023251,-0.127913,-0.000873,-0.285209,-0.002999,-0.079710,-0.000334,0.102729,0.238121,15.459882,0.006450,36.480012,0.000658,-0.115280,classical
0.021781,6.665353,0.067864,0.061798,-0.127883,-0.000873,-0.285200,-0.002999,-0.079698,-0.000334,0.902056,1.670752,15.457715,0.017021,36.570519,0.001375,-0.115038,classical
0.067126,7.370552,0.361354,1.602674,-0.127874,-0.000873,-0.285161,-0.002999,-0.079693,-0.000334,1.119580,2.030617,15.143965,0.353961,32.632024,0.123851,-0.115890,classical
0.063807,7.364146,0.074292,0.192869,-0.127908,-0.000873,-0.285203,-0.002999,-0.079709,-0.000334,0.298773,0.605540,15.457503,0.027772,36.585630,0.001530,-0.114731,classical
0.233042,7.286791,0.039034,0.053560,-0.127914,-0.000873,-0.285215,-0.002999,-0.079713,-0.000334,0.189559,0.402139,15.463390,0.007594,36.489871,0.000852,-0.115165,classical
0.162400,6.988221,0.188316,1.171575,-0.127894,-0.000873,-0.285190,-0.002999,-0.079702,-0.000334,0.543885,1.050242,15.458587,0.107692,36.481709,0.089193,-0.114330,classical
-0.014150,7.308660,0.079927,0.070661,-0.127911,-0.000873,-0.285221,-0.002999,-0.079709,-0.000334,0.192950,0.408503,15.459693,0.021082,36.564054,0.002324,-0.114894,classical
0.640082,7.051724,0.041751,0.070626,-0.127891,-0.000873,-0.285154,-0.002999,-0.079693,-0.000334,0.359145,0.716587,14.982452,0.009485,34.244901,0.000871,-0.115476,classical
0.145283,7.303735,0.192798,1.031988,-0.127904,-0.000873,-0.285210,-0.002999,-0.079704,-0.000334,0.305329,0.617644,15.435934,0.155791,35.629007,0.013018,-0.116281,classical
0.175265,8.533695,0.361361,0.385183,-0.127887,-0.000873,-0.285203,-0.002999,-0.079699,-0.000334,0.811606,1.517346,15.464403,0.320835,36.480658,0.049129,-0.115709,classical
0.061610,7.551146,0.354354,1.320442,-0.127896,-0.000873,-0.285147,-0.002999,-0.079706,-0.000334,0.352137,0.703744,16.208111,0.336133,40.730270,0.135184,-0.116407,classical
0.055756,8.211177,0.192385,1.615604,-0.127885,-0.000873,-0.285177,-0.002999,-0.079695,-0.000334,0.625965,1.195521,15.362206,0.169504,35.965659,0.035665,-0.116116,classical
0.369190,5.549560,0.916867,0.800641,-0.127906,-0.000873,-0.285232,-0.002999,-0.079707,-0.000334,0.553380,1.067146,15.318360,1.724294,30.453641,0.427290,-0.115280,classical
0.359873,7.533617,0.085826,0.115881,-0.127901,-0.000873,-0.285150,-0.002999,-0.079707,-0.000334,0.385375,0.764521,14.947177,0.027033,35.024552,0.001840,-0.114545,classical
0.110360,6.720227,0.115051,0.063258,-0.127886,-0.000873,-0.285199,-0.002999,-0.079696,-0.000334,1.029587,1.883288,15.442833,0.040603,35.907072,0.002285,-0.115165,classical
0.189986,7.090863,0.218166,0.249871,-0.127896,-0.000873,-0.285195,-0.002999,-0.079703,-0.000334,0.624608,1.193130,15.038118,0.118145,34.446117,0.035258,-0.115038,classical
-0.071084,6.168374,0.053197,0.095269,-0.127915,-0.000873,-0.285252,-0.002999,-0.079715,-0.000334,0.400300,0.791717,15.443233,0.014932,36.409708,0.000987,-0.114894,classical
0.067582,8.514386,0.145397,0.088492,-0.127888,-0.000873,-0.285181,-0.002999,-0.079699,-0.000334,0.667119,1.267670,15.341342,0.062572,35.523308,0.002847,-0.114894,classical
0.056699,9.104170,0.134245,0.054568,-0.127904,-0.000873,-0.285214,-0.002999,-0.079705,-0.000334,0.338118,0.678019,15.412621,0.052416,36.174148,0.001665,-0.114894,classical
-0.046318,7.345486,0.057801,0.023286,-0.127908,-0.000873,-0.285208,-0.002999,-0.079707,-0.000334,0.310759,0.627661,15.411727,0.011628,36.206633,0.000639,-0.114894,classical
0.064009,7.981763,0.322189,1.188050,-0.127890,-0.000873,-0.285185,-0.002999,-0.079699,-0.000334,0.673675,1.279125,15.403885,0.332396,34.899216,0.020263,-0.115165,classical
-0.046482,7.073438,0.036310,0.068367,-0.127912,-0.000873,-0.285227,-0.002999,-0.079713,-0.000334,0.360503,0.719072,15.443704,0.008674,36.424577,0.001084,-0.114545,classical
0.089262,7.052699,0.255530,0.380421,-0.127889,-0.000873,-0.285184,-0.002999,-0.079702,-0.000334,0.846657,1.577055,15.118063,0.148831,33.593172,0.068367,-0.115038,classical
0.039124,7.121738,0.158794,0.085433,-0.127867,-0.000873,-0.285180,-0.002999,-0.079685,-0.000334,1.600305,2.780351,15.438430,0.073575,35.697048,0.002460,-0.116188,classical
0.294439,7.245456,0.171944,0.109277,-0.127908,-0.000873,-0.285213,-0.002999,-0.079711,-0.000334,0.657621,1.251058,14.967899,0.082516,33.999483,0.003951,-0.114330,classical
0.525555,6.594482,0.919508,1.456796,-0.127911,-0.000873,-0.285235,-0.002999,-0.079709,-0.000334,0.377686,0.750494,15.387496,1.861254,29.243680,0.355048,-0.115638,classical
0.087712,7.472297,0.047614,0.007054,-0.127875,-0.000873,-0.285165,-0.002999,-0.079691,-0.000334,0.891200,1.652460,15.362959,0.006630,36.337141,0.001723,-0.115709,classical
0.153578,8.027919,0.401637,0.345142,-0.127879,-0.000873,-0.285190,-0.002999,-0.079695,-0.000334,1.006745,1.845552,15.463791,0.372806,36.587893,0.080552,-0.115709,classical
0.026774,6.845648,0.619506,2.705465,-0.127900,-0.000873,-0.285189,-0.002999,-0.079707,-0.000334,0.441001,0.865569,16.133182,1.005619,41.012295,0.207833,-0.116335,classical
0.369533,6.798154,0.064637,0.087032,-0.127878,-0.000873,-0.285162,-0.002999,-0.079690,-0.000334,0.832862,1.553595,14.953982,0.016841,34.344620,0.001801,-0.114079,classical
0.159522,7.020057,0.227244,0.363077,-0.127895,-0.000873,-0.285197,-0.002999,-0.079699,-0.000334,0.551121,1.063123,15.460376,0.145806,35.788121,0.021581,-0.115709,classical
0.273628,8.109718,0.045120,0.035208,-0.127904,-0.000873,-0.285215,-0.002999,-0.079706,-0.000334,0.425624,0.837723,15.458634,0.008278,36.496336,0.001200,-0.114731,classical
0.375790,6.169179,0.209536,0.224012,-0.127902,-0.000873,-0.285217,-0.002999,-0.079706,-0.000334,0.459318,0.898654,15.463955,0.074314,36.561306,0.080300,-0.115774,classical
0.158110,7.769749,0.069935,0.004726,-0.127923,-0.000873,-0.285262,-0.002999,-0.079717,-0.000334,0.223929,0.466497,15.457880,0.014347,36.535205,0.000755,-0.115941,classical
0.194462,7.696669,0.025258,0.001597,-0.127914,-0.000873,-0.285225,-0.002999,-0.079714,-0.000334,0.302618,0.612636,15.460800,0.002579,36.469184,0.000096,-0.115774,classical
0.064125,7.477456,0.449560,1.705731,-0.127879,-0.000873,-0.285168,-0.002999,-0.079695,-0.000334,0.953385,1.756824,15.234624,0.514026,31.736735,0.167440,-0.115989,classical
0.162450,8.943847,0.019566,0.010461,-0.127894,-0.000873,-0.285179,-0.002999,-0.079701,-0.000334,0.537554,1.038964,15.456114,0.002461,36.529306,0.000038,-0.114731,classical
0.141360,8.762836,0.133384,0.125543,-0.127883,-0.000873,-0.285208,-0.002999,-0.079699,-0.000334,0.974637,1.792263,15.458516,0.055873,36.549508,0.002653,-0.115038,classical
0.105013,6.687261,0.044584,0.022522,-0.127881,-0.000873,-0.285186,-0.002999,-0.079694,-0.000334,0.843718,1.572058,15.451758,0.007026,36.615368,0.001414,-0.114079,classical
-0.072456,6.373514,0.130111,0.072260,-0.127910,-0.000873,-0.285235,-0.002999,-0.079712,-0.000334,0.533257,1.031300,15.455926,0.050147,36.449062,0.002518,-0.114731,classical
0.363159,6.591051,0.412452,0.488066,-0.127901,-0.000873,-0.285216,-0.002999,-0.079704,-0.000334,0.575769,1.106892,15.464238,0.295543,36.450193,0.240844,-0.116335,classical
0.054598,7.312247,0.077457,0.051579,-0.127895,-0.000873,-0.285192,-0.002999,-0.079700,-0.000334,0.531223,1.027669,15.380479,0.017876,36.026994,0.003603,-0.115280,classical
-0.035023,7.209709,0.276555,0.380942,-0.127900,-0.000873,-0.285233,-0.002999,-0.079707,-0.000334,0.614885,1.176017,15.361287,0.212012,36.260291,0.016621,-0.116360,classical
0.209143,7.157290,0.545380,1.584044,-0.127882,-0.000873,-0.285179,-0.002999,-0.079696,-0.000334,0.831280,1.550900,15.184208,0.697204,31.459235,0.183500,-0.115560,classical
0.149357,7.089668,0.060534,0.009974,-0.127889,-0.000873,-0.285184,-0.002999,-0.079699,-0.000334,0.649480,1.236805,14.936604,0.011853,36.327201,0.000329,-0.115280,classical
0.084103,7.956996,0.109845,0.232666,-0.127886,-0.000873,-0.285202,-0.002999,-0.079698,-0.000334,1.007198,1.846302,15.559112,0.037820,37.021193,0.021523,-0.115774,classical
0.146991,6.023020,0.463851,0.505792,-0.127851,-0.000873,-0.285128,-0.002999,-0.079682,-0.000334,1.601890,2.782720,14.994084,0.401187,30.854133,0.264828,-0.115476,classical
0.139209,6.545558,0.188639,0.215009,-0.127882,-0.000873,-0.285171,-0.002999,-0.079692,-0.000334,0.816355,1.525457,15.446883,0.099651,35.877173,0.010189,-0.116384,classical
-0.066348,6.848351,0.108804,0.122867,-0.127829,-0.000873,-0.285119,-0.002999,-0.079668,-0.000334,2.114271,3.512565,14.948213,0.041008,35.503914,0.002169,-0.115638,classical
0.370917,6.098438,0.262644,0.287514,-0.127893,-0.000873,-0.285201,-0.002999,-0.079702,-0.000334,0.658073,1.251852,15.464497,0.126555,36.630318,0.091033,-0.115834,classical
-0.025085,7.061431,0.210808,0.257275,-0.127865,-0.000873,-0.285168,-0.002999,-0.079687,-0.000334,1.512574,2.648202,15.442645,0.134145,35.795394,0.004901,-0.116076,classical
0.135628,8.610686,0.085365,0.034861,-0.127904,-0.000873,-0.285236,-0.002999,-0.079707,-0.000334,0.527831,1.021614,15.549457,0.022396,36.873474,0.002847,-0.116407,classical
0.336147,7.139865,0.050485,0.018872,-0.127903,-0.000873,-0.285201,-0.002999,-0.079706,-0.000334,0.456150,0.892941,14.927727,0.009241,36.425546,0.000251,-0.114731,classical
-0.000771,7.741473,0.117336,0.044071,-0.127828,-0.000873,-0.285119,-0.002999,-0.079666,-0.000334,2.215797,3.648725,14.958174,0.040657,35.011137,0.002518,-0.115834,classical
0.049081,6.631671,0.155434,0.527933,-0.127894,-0.000873,-0.285194,-0.002999,-0.079700,-0.000334,0.545919,1.053867,15.438100,0.096905,36.021014,0.005211,-0.115989,classical
0.023493,7.422360,0.252410,0.549309,-0.127889,-0.000873,-0.285196,-0.002999,-0.079699,-0.000334,0.770680,1.447197,15.412457,0.185342,35.758221,0.024990,-0.115383,classical
0.269159,6.695071,0.806572,3.944402,-0.127874,-0.000873,-0.285159,-0.002999,-0.079690,-0.000334,1.119128,2.029878,15.340306,1.698416,26.137523,0.239759,-0.115941,classical
0.322309,7.203186,0.409004,0.631059,-0.127877,-0.000873,-0.285177,-0.002999,-0.079695,-0.000334,0.984588,1.808803,15.079327,0.295038,32.087610,0.270969,-0.115560,classical
0.002005,7.349319,0.114292,0.059365,-0.127893,-0.000873,-0.285193,-0.002999,-0.079701,-0.000334,0.624155,1.192336,15.349160,0.040648,35.868850,0.001491,-0.116281,classical
0.135479,7.344784,0.102775,0.106392,-0.127886,-0.000873,-0.285210,-0.002999,-0.079700,-0.000334,0.894819,1.658565,15.458846,0.036398,36.523488,0.001142,-0.115165,classical
0.226352,9.897795,0.013857,0.001702,-0.127906,-0.000873,-0.285184,-0.002999,-0.079705,-0.000334,0.185486,0.394497,15.457503,0.000994,36.511932,0.000154,-0.115280,classical
0.353865,7.020226,0.057594,0.003370,-0.127888,-0.000873,-0.285179,-0.002999,-0.079696,-0.000334,0.668024,1.269251,15.543194,0.008755,38.017413,0.001549,-0.114731,classical
-0.018733,6.954228,0.135638,0.089986,-0.127910,-0.000873,-0.285235,-0.002999,-0.079712,-0.000334,0.556547,1.072776,15.462566,0.054082,36.506356,0.002847,-0.115774,classical
0.116315,6.802546,0.114553,0.331934,-0.127904,-0.000873,-0.285228,-0.002999,-0.079707,-0.000334,0.401657,0.794185,15.449850,0.051858,36.550801,0.010519,-0.115834,classical
0.147763,7.380531,0.183753,0.029438,-0.127902,-0.000873,-0.285220,-0.002999,-0.079706,-0.000334,0.646316,1.231257,15.460047,0.082858,36.525346,0.009434,-0.114731,classical
-0.028888,8.039172,0.587989,2.339328,-0.127877,-0.000873,-0.285183,-0.002999,-0.079699,-0.000334,1.254796,2.247841,15.240323,0.901973,31.783928,0.178754,-0.115280,classical
0.314357,5.368290,0.012813,0.000520,-0.127921,-0.000873,-0.285204,-0.002999,-0.079720,-0.000334,0.108836,0.249719,15.459222,0.000832,36.430395,0.000212,-0.115638,classical
0.047175,7.395592,0.682193,1.388567,-0.127894,-0.000873,-0.285194,-0.002999,-0.079706,-0.000334,0.694254,1.314987,15.903968,1.132071,39.544390,0.209383,-0.115165,classical
0.245230,8.731338,0.060045,0.185917,-0.127894,-0.000873,-0.285175,-0.002999,-0.079697,-0.000334,0.346711,0.693793,15.470714,0.021577,36.655611,0.002363,-0.115165,classical
0.596569,7.754689,0.045911,0.027770,-0.127908,-0.000873,-0.285197,-0.002999,-0.079706,-0.000334,0.199281,0.420376,15.428257,0.007008,36.106106,0.002053,-0.114545,classical
0.572923,9.632751,0.044141,0.031350,-0.127898,-0.000873,-0.285170,-0.002999,-0.079698,-0.000334,0.270510,0.553209,14.988009,0.007450,34.030998,0.001104,-0.115709,classical
0.075191,8.391200,0.068867,0.098502,-0.127885,-0.000873,-0.285192,-0.002999,-0.079697,-0.000334,0.789449,1.479423,15.460777,0.020470,36.496416,0.001142,-0.115709,classical
0.223715,8.265208,0.057765,0.049772,-0.127887,-0.000873,-0.285204,-0.002999,-0.079700,-0.000334,0.864065,1.606592,15.459387,0.010484,36.547650,0.003990,-0.116116,classical
0.383142,7.222313,0.916589,1.091458,-0.127886,-0.000873,-0.285170,-0.002999,-0.079701,-0.000334,0.933034,1.722786,15.293234,1.871131,29.990764,0.340983,-0.115165,classical
0.077856,7.450545,0.095998,0.525187,-0.127886,-0.000873,-0.285185,-0.002999,-0.079696,-0.000334,0.723423,1.365632,15.366515,0.057764,36.146996,0.005521,-0.114894,classical
0.092938,7.779131,0.085731,0.033540,-0.127888,-0.000873,-0.285189,-0.002999,-0.079697,-0.000334,0.885097,1.642157,15.437276,0.023117,35.778181,0.001220,-0.116488,classical
0.046282,6.915025,0.163689,0.051231,-0.127895,-0.000873,-0.285193,-0.002999,-0.079702,-0.000334,1.087244,1.977933,15.032867,0.074584,33.651274,0.002963,-0.115709,classical
-0.068856,6.512306,0.077369,0.197109,-0.127917,-0.000873,-0.285252,-0.002999,-0.079716,-0.000334,0.379044,0.752967,15.447260,0.028969,36.400091,0.003235,-0.116707,classical
0.086055,6.274550,0.303380,0.604017,-0.127880,-0.000873,-0.285176,-0.002999,-0.079694,-0.000334,1.141741,2.066551,15.053636,0.202918,32.525194,0.161299,-0.115038,classical
0.276723,7.398645,0.353963,1.403513,-0.127870,-0.000873,-0.285123,-0.002999,-0.079684,-0.000334,0.710985,1.344067,15.239004,0.318926,31.271030,0.178793,-0.115280,classical
-0.104547,6.602045,0.061279,0.142331,-0.127912,-0.000873,-0.285248,-0.002999,-0.079714,-0.000334,0.449142,0.880285,15.441373,0.019569,36.424092,0.006334,-0.116969,classical
0.365866,7.768592,0.247014,0.093392,-0.127904,-0.000873,-0.285226,-0.002999,-0.079710,-0.000334,0.882610,1.637959,15.026486,0.163084,33.295793,0.005056,-0.115165,classical
0.164943,6.694135,0.036462,0.015779,-0.127896,-0.000873,-0.285178,-0.002999,-0.079698,-0.000334,0.487353,0.949128,15.437252,0.005451,35.911679,0.000445,-0.116469,classical
0.084392,7.736627,0.176141,0.931191,-0.127889,-0.000873,-0.285187,-0.002999,-0.079698,-0.000334,0.639304,1.218959,15.372661,0.115327,36.016004,0.036692,-0.115038,classical
0.371699,8.232735,0.947825,0.658204,-0.127895,-0.000873,-0.285191,-0.002999,-0.079703,-0.000334,0.853893,1.589341,15.307340,1.955400,28.387422,0.355068,-0.115165,classical
0.094028,8.824325,0.122182,0.112127,-0.127890,-0.000873,-0.285208,-0.002999,-0.079701,-0.000334,0.832862,1.553595,15.456279,0.043547,36.439850,0.006431,-0.116034,classical
-0.012386,7.763538,0.039625,0.009835,-0.127877,-0.000873,-0.285182,-0.002999,-0.079693,-0.000334,0.946373,1.745116,15.455643,0.005784,36.530033,0.000426,-0.115038,classical
0.170655,7.993575,0.398275,1.089338,-0.127893,-0.000873,-0.285192,-0.002999,-0.079698,-0.000334,0.448009,0.878241,15.455054,0.437419,35.903598,0.054282,-0.116221,classical
0.485762,10.062627,0.059725,0.115220,-0.127867,-0.000873,-0.285142,-0.002999,-0.079683,-0.000334,0.994764,1.825695,14.963708,0.016886,34.780668,0.002285,-0.114731,classical
0.066722,6.304619,0.703783,2.059911,-0.127899,-0.000873,-0.285187,-0.002999,-0.079705,-0.000334,0.386732,0.767001,16.000514,1.263080,39.818658,0.183055,-0.115638,classical
0.119995,8.236087,0.097588,0.036008,-0.127903,-0.000873,-0.285226,-0.002999,-0.079707,-0.000334,0.529413,1.024440,15.461742,0.025197,36.491164,0.005191,-0.114330,classical
0.389639,7.505991,0.028423,0.001806,-0.127926,-0.000873,-0.285229,-0.002999,-0.079721,-0.000334,0.090519,0.214893,15.457715,0.003029,36.486800,0.000329,-0.115038,classical
-0.078067,7.359429,0.404138,0.848398,-0.127865,-0.000873,-0.285192,-0.002999,-0.079693,-0.000334,1.510312,2.644769,14.975693,0.398918,34.753274,0.092331,-0.116335,classical
0.123307,6.410158,0.180702,0.044558,-0.127906,-0.000873,-0.285226,-0.002999,-0.079708,-0.000334,0.483962,0.943035,15.460400,0.077276,36.455608,0.014432,-0.115560,classical
0.078981,7.237166,0.117730,0.034409,-0.127916,-0.000873,-0.285239,-0.002999,-0.079713,-0.000334,0.250611,0.516239,15.458092,0.038766,36.459729,0.002188,-0.115383,classical
0.098793,6.489033,0.203352,2.018480,-0.127901,-0.000873,-0.285211,-0.002999,-0.079703,-0.000334,0.384245,0.762461,15.457810,0.246795,36.472335,0.002460,-0.114545,classical
0.041079,7.095606,0.118971,0.155609,-0.127893,-0.000873,-0.285233,-0.002999,-0.079706,-0.000334,1.050162,1.917167,15.452558,0.047031,36.509507,0.004436,-0.114731,classical
0.022253,6.863333,0.070528,0.008167,-0.127903,-0.000873,-0.285200,-0.002999,-0.079704,-0.000334,0.294701,0.598013,15.543665,0.014113,37.991150,0.001433,-0.116034,classical
0.189670,7.713757,0.023571,0.006255,-0.127895,-0.000873,-0.285178,-0.002999,-0.079699,-0.000334,0.519237,1.006264,15.456750,0.002542,36.514114,0.000290,-0.116076,classical
0.092448,7.117293,0.080651,0.030342,-0.127893,-0.000873,-0.285161,-0.002999,-0.079699,-0.000334,0.426982,0.840180,15.367080,0.019128,35.453004,0.002111,-0.116221,classical
0.251065,7.637168,0.574148,0.909294,-0.127875,-0.000873,-0.285176,-0.002999,-0.079694,-0.000334,1.149654,2.079355,15.130072,0.681708,31.301172,0.273837,-0.115560,classical
0.031221,7.555616,0.202996,0.470096,-0.127901,-0.000873,-0.285211,-0.002999,-0.079704,-0.000334,0.466554,0.911701,15.382527,0.122800,35.657452,0.022821,-0.115280,classical
0.224218,6.632919,0.919164,3.829110,-0.127886,-0.000873,-0.285186,-0.002999,-0.079696,-0.000334,0.809572,1.513870,15.390699,2.003725,28.686741,0.606994,-0.114079,classical
-0.024213,7.847052,0.102998,0.083174,-0.127853,-0.000873,-0.285147,-0.002999,-0.079681,-0.000334,1.539256,2.688615,14.962530,0.035146,35.066896,0.001840,-0.115941,classical
0.134210,8.046189,0.296112,1.155725,-0.127889,-0.000873,-0.285184,-0.002999,-0.079696,-0.000334,0.624836,1.193532,15.443116,0.293301,35.991438,0.016428,-0.115774,classical
0.188532,8.358338,0.135294,0.129923,-0.127897,-0.000873,-0.285222,-0.002999,-0.079703,-0.000334,0.598606,1.147295,15.549693,0.055927,36.814159,0.003273,-0.114894,classical
0.230912,6.252836,0.016085,0.001180,-0.127899,-0.000873,-0.285179,-0.002999,-0.079707,-0.000334,0.659203,1.253830,14.938653,0.001264,36.280897,0.000057,-0.115560,classical
0.016170,8.100024,0.224261,0.161761,-0.127876,-0.000873,-0.285193,-0.002999,-0.079695,-0.000334,1.223593,2.198149,15.426138,0.138116,35.807758,0.008717,-0.115638,classical
0.150426,7.075491,0.056211,0.007020,-0.127901,-0.000873,-0.285196,-0.002999,-0.079705,-0.000334,0.410927,0.811045,14.937852,0.009440,36.311363,0.000910,-0.115638,classical
0.201338,7.482277,0.233325,0.358176,-0.127877,-0.000873,-0.285190,-0.002999,-0.079693,-0.000334,1.048128,1.913823,15.560666,0.110375,36.909111,0.089890,-0.115038,classical
0.167376,7.639884,0.136608,0.061207,-0.127876,-0.000873,-0.285175,-0.002999,-0.079691,-0.000334,1.065311,1.942038,15.439277,0.053433,35.998226,0.002770,-0.115890,classical
-0.043922,7.212645,0.138566,0.051648,-0.127835,-0.000873,-0.285146,-0.002999,-0.079677,-0.000334,2.411617,3.903438,14.922664,0.053965,35.508520,0.004416,-0.115560,classical
-0.058775,7.335740,0.216092,0.214940,-0.127872,-0.000873,-0.285193,-0.002999,-0.079691,-0.000334,1.233997,2.214745,15.448602,0.130697,35.912406,0.011391,-0.115774,classical
0.061834,7.725906,0.309115,0.605998,-0.127877,-0.000873,-0.285183,-0.002999,-0.079695,-0.000334,1.025290,1.876203,15.369176,0.266361,36.036044,0.034076,-0.115383,classical
0.145035,6.435549,0.460976,1.811429,-0.127871,-0.000873,-0.285173,-0.002999,-0.079692,-0.000334,1.375092,2.436917,15.110198,0.463153,32.505234,0.298731,-0.116153,classical
0.174099,7.163475,0.090863,0.062354,-0.127867,-0.000873,-0.285132,-0.002999,-0.079687,-0.000334,1.049257,1.915679,15.513853,0.022297,38.033979,0.006683,-0.114894,classical
0.091779,7.223989,0.040629,0.036459,-0.127882,-0.000873,-0.285175,-0.002999,-0.079694,-0.000334,0.849368,1.581666,15.459152,0.006891,36.506356,0.001569,-0.115890,classical
0.198147,6.896040,0.503859,0.924413,-0.127892,-0.000873,-0.285207,-0.002999,-0.079699,-0.000334,0.782213,1.467010,15.452982,0.568482,36.388051,0.166723,-0.115038,classical
0.167071,7.530511,0.032725,0.010044,-0.127897,-0.000873,-0.285203,-0.002999,-0.079703,-0.000334,0.578480,1.111697,15.448367,0.003758,36.578196,0.001665,-0.115476,classical
0.119813,7.177262,0.083227,0.026692,-0.127904,-0.000873,-0.285212,-0.002999,-0.079706,-0.000334,0.559034,1.077195,15.536223,0.020983,37.317037,0.001394,-0.115165,classical
0.168840,7.024670,0.244292,0.055333,-0.127908,-0.000873,-0.285215,-0.002999,-0.079709,-0.000334,0.561068,1.080810,15.459034,0.150641,36.419728,0.008717,-0.115280,classical
-0.028822,7.625694,0.126600,0.072573,-0.127911,-0.000873,-0.285245,-0.002999,-0.079714,-0.000334,0.487353,0.949128,15.573123,0.049931,37.165600,0.000949,-0.114894,classical
0.070208,7.064017,0.127584,0.119634,-0.127913,-0.000873,-0.285252,-0.002999,-0.079711,-0.000334,0.352362,0.704157,15.458822,0.051596,36.594762,0.001956,-0.116335,classical
-0.020748,7.533916,0.478907,1.843788,-0.127869,-0.000873,-0.285189,-0.002999,-0.079694,-0.000334,1.396800,2.470619,15.036658,0.504229,34.125061,0.261651,-0.116281,classical
0.248465,6.910048,0.438560,0.333533,-0.127892,-0.000873,-0.285206,-0.002999,-0.079701,-0.000334,0.770680,1.447197,15.452111,0.405500,36.355565,0.145839,-0.115709,classical
-0.131681,6.317782,0.713082,0.996640,-0.127912,-0.000873,-0.285203,-0.002999,-0.079716,-0.000334,0.301937,0.611385,16.221392,1.345863,40.099148,0.096012,-0.115476,classical
0.519621,7.612739,0.100145,0.077925,-0.127885,-0.000873,-0.285171,-0.002999,-0.079693,-0.000334,0.693573,1.313808,15.038236,0.031337,32.553800,0.002498,-0.115560,classical
0.179208,9.545676,0.216156,1.208488,-0.127881,-0.000873,-0.285169,-0.002999,-0.079692,-0.000334,0.750329,1.412150,15.440926,0.187918,35.809778,0.022472,-0.114330,classical
0.033602,6.602915,0.140333,0.055611,-0.127880,-0.000873,-0.285172,-0.002999,-0.079697,-0.000334,0.936651,1.728846,15.455761,0.054109,36.407930,0.005307,-0.115383,classical
0.097214,7.355258,0.130902,0.569468,-0.127898,-0.000873,-0.285214,-0.002999,-0.079702,-0.000334,0.613303,1.173229,15.468453,0.060970,36.579408,0.030182,-0.115560,classical
-0.068436,6.814436,0.198021,0.326860,-0.127880,-0.000873,-0.285207,-0.002999,-0.079696,-0.000334,1.265877,2.265417,15.442433,0.127392,35.760403,0.004378,-0.115165,classical
