chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,label
0.482493,0.639083,0.243322,0.076323,0.492805,0.069451,0.629723,0.060793,0.607888,0.076772,0.374942,0.461268,0.628790,0.046240,0.427703,0.085527,0.385714,disco
0.637434,0.412452,0.641329,0.213603,0.525657,0.103667,0.804664,0.075835,0.712807,0.086163,0.305075,0.383167,0.587572,0.345420,0.619965,0.479797,0.361781,pop
0.274826,0.569454,0.159968,0.025319,0.274139,0.028823,0.342057,0.067360,0.281914,0.022953,0.359331,0.444130,0.608293,0.029609,0.404147,0.011572,0.361781,classical
0.446823,0.613333,0.244870,0.045034,0.360403,0.027386,0.477121,0.055994,0.449398,0.063550,0.309226,0.387908,0.605160,0.052136,0.316330,0.052524,0.474408,rock
0.477186,0.519332,0.182142,0.018124,0.310106,0.049230,0.437515,0.079572,0.386116,0.069810,0.279701,0.353912,0.561053,0.023679,0.300295,0.033694,0.340024,disco
0.239799,0.612071,0.092237,0.006613,0.189321,0.006243,0.207908,0.008099,0.205784,0.010252,0.249532,0.318512,0.629504,0.013657,0.445909,0.000873,0.361781,classical
0.284785,0.720850,0.144089,0.030973,0.508966,0.320129,0.799562,0.280741,0.669275,0.347585,0.268300,0.340613,0.601152,0.023262,0.339565,0.022226,0.255411,rock
0.118610,0.614295,0.017995,0.000419,0.306446,0.082608,0.368120,0.091321,0.339935,0.079507,0.339160,0.421719,0.629548,0.000685,0.446474,0.000032,0.207373,classical
0.352647,0.624889,0.438059,0.045252,0.288237,0.048822,0.290469,0.118991,0.260242,0.086368,0.410957,0.500124,0.535366,0.191244,0.262412,0.091975,0.385714,classical
0.214198,0.592058,0.352169,0.076669,0.207774,0.006711,0.213033,0.014220,0.193680,0.008295,0.320861,0.401128,0.601344,0.195518,0.395141,0.013264,0.601113,classical
0.349855,0.617085,0.037118,0.003334,0.123728,0.019439,0.354104,0.218903,0.123904,0.035840,0.119387,0.158113,0.608013,0.003003,0.427889,0.000095,0.601113,classical
0.624333,0.490143,0.455643,0.078635,0.583893,0.277010,0.700016,0.117428,0.658641,0.157071,0.474100,0.565940,0.625854,0.180825,0.362392,0.163244,0.361781,disco
0.329182,0.578063,0.822261,0.139432,0.543061,0.089939,0.891312,0.079874,0.808827,0.138376,0.313260,0.392503,0.629797,0.651932,0.463848,0.470108,0.720779,pop
0.434093,0.695321,0.400722,0.186740,0.603013,0.199359,0.862780,0.078399,0.770857,0.127010,0.380964,0.467832,0.630735,0.117591,0.457187,0.216538,0.285195,pop
0.375185,0.538249,0.542884,0.231376,0.534397,0.108347,0.714251,0.066243,0.632567,0.116355,0.462874,0.554454,0.631980,0.251939,0.461335,0.282018,0.255411,pop
0.602643,0.479556,0.338540,0.117442,0.679979,0.166978,0.830085,0.092602,0.795602,0.126629,0.597813,0.686377,0.629875,0.071648,0.447781,0.143330,0.385714,disco
0.591549,0.378522,0.565100,0.260060,0.587859,0.180040,0.744288,0.086766,0.680530,0.164146,0.518007,0.609976,0.628995,0.264918,0.430401,0.286795,0.301948,pop
0.381877,0.630785,0.382288,0.425992,0.483406,0.391964,0.606863,0.478265,0.532136,0.430600,0.424111,0.514078,0.630475,0.151511,0.435137,0.241624,0.656344,pop
0.343525,0.580948,0.159932,0.002707,0.300201,0.030761,0.410244,0.026863,0.354990,0.034866,0.263330,0.334786,0.630039,0.032340,0.445559,0.006699,0.720779,rock
0.442307,0.565876,0.345184,0.037908,0.359603,0.035277,0.404859,0.052787,0.402717,0.041348,0.428964,0.519193,0.629095,0.124956,0.366187,0.060921,0.361781,rock
0.162160,0.531638,0.013779,0.000712,0.026064,0.001490,0.051995,0.014182,0.032541,0.002639,0.092961,0.124020,0.629210,0.000517,0.444571,0.000032,0.005702,classical
0.703352,0.221215,0.539509,0.317240,0.709748,0.156871,0.806157,0.062394,0.787890,0.098874,0.695978,0.773918,0.630471,0.224036,0.496486,0.324569,0.285195,pop
0.372797,0.745603,0.184502,0.123496,0.428686,0.363348,0.470362,0.226043,0.454724,0.261046,0.391546,0.479301,0.629128,0.038826,0.438051,0.058414,0.441558,rock
0.517074,0.467453,0.406011,0.045628,0.441521,0.037037,0.399151,0.079674,0.412209,0.057901,0.589862,0.678975,0.629721,0.130362,0.363720,0.105634,0.285195,rock
0.280470,0.539178,0.354797,0.105507,0.227487,0.032023,0.299981,0.092930,0.260666,0.044509,0.269294,0.341776,0.624850,0.186141,0.358211,0.025464,0.170315,classical
0.086807,0.653576,0.247367,0.105062,0.255411,0.013792,0.194433,0.066344,0.206840,0.016097,0.412067,0.501307,0.609915,0.112564,0.422890,0.005932,0.162338,classical
0.122509,0.642242,0.043991,0.004277,0.065656,0.006358,0.208098,0.101467,0.030231,0.007451,0.098515,0.131228,0.588388,0.003794,0.440073,0.000302,0.218182,classical
0.438314,0.830655,0.640729,0.515038,0.775044,0.289710,0.964847,0.098692,0.898371,0.078877,0.570919,0.661154,0.627990,0.268927,0.442867,0.611948,0.301948,pop
0.436673,0.533021,0.271071,0.007415,0.260227,0.002564,0.332807,0.001330,0.284601,0.002103,0.303438,0.381294,0.617457,0.095254,0.337076,0.010290,0.361781,classical
0.482758,0.810817,0.597522,0.369272,0.678613,0.215748,0.843102,0.116504,0.803190,0.141927,0.455391,0.546745,0.630753,0.279491,0.444431,0.449684,0.320158,pop
0.531017,0.628731,0.244098,0.065836,0.807690,0.919327,0.882922,0.119484,0.854264,0.219741,0.764032,0.830441,0.628789,0.046039,0.440841,0.094508,0.255411,pop
0.408074,0.889504,0.399539,0.314302,0.483795,0.157088,0.634573,0.097089,0.617013,0.109351,0.376169,0.462609,0.648767,0.057995,0.649487,0.487821,0.361781,disco
0.410048,0.598908,0.220564,0.068882,0.482983,0.132557,0.606912,0.087927,0.589120,0.097978,0.406747,0.495631,0.630402,0.039185,0.442787,0.069038,0.301948,disco
0.417506,0.610149,0.293986,0.091312,0.561446,0.067216,0.748288,0.072477,0.677174,0.074516,0.488424,0.580462,0.629844,0.064182,0.461615,0.146688,0.361781,disco
0.414734,0.852364,0.666671,0.506050,0.659874,0.475540,0.883948,0.161524,0.801276,0.285534,0.407624,0.496568,0.630937,0.521362,0.481258,0.361422,0.656344,pop
0.372922,0.726599,0.170710,0.041801,0.375498,0.061727,0.516300,0.107824,0.464509,0.101804,0.269411,0.341913,0.578230,0.018690,0.304167,0.050076,0.385714,disco
0.545692,0.434488,0.238855,0.025887,0.358092,0.053437,0.448479,0.090294,0.427188,0.077409,0.358805,0.443549,0.629426,0.043289,0.432490,0.059406,0.385714,disco
0.378040,0.832170,0.164795,0.047118,0.192345,0.114385,0.336152,0.210668,0.274825,0.157348,0.089160,0.119075,0.629932,0.018068,0.447543,0.056752,0.320158,rock
0.505241,0.562779,0.155467,0.031231,0.246339,0.097043,0.388075,0.147735,0.320874,0.136422,0.197264,0.255592,0.615917,0.013143,0.324337,0.042578,0.340024,disco
0.354188,0.640920,0.342964,0.062667,0.324479,0.125948,0.491263,0.114727,0.427151,0.137768,0.242867,0.310601,0.598793,0.118703,0.554393,0.088922,0.656344,rock
0.207885,0.561111,0.563609,0.182892,0.500130,0.314407,0.776018,0.196128,0.633981,0.329153,0.319048,0.399075,0.628533,0.376681,0.429151,0.201278,0.197240,pop
0.226462,0.597619,0.528809,0.027543,0.224757,0.008450,0.291586,0.033604,0.271045,0.012856,0.226555,0.291101,0.630757,0.354471,0.446232,0.067985,0.106494,rock
0.327780,0.698019,0.189448,0.029534,0.259309,0.043699,0.416112,0.091173,0.344809,0.092980,0.211763,0.273248,0.619661,0.026271,0.342025,0.049541,0.229736,disco
0.499963,0.636319,0.510678,0.106799,0.504483,0.216105,0.601889,0.076415,0.532711,0.139590,0.536190,0.627796,0.628806,0.196948,0.309254,0.230078,0.720779,disco
0.396680,0.730294,0.220933,0.043402,0.368954,0.076265,0.492935,0.092493,0.448389,0.100807,0.318931,0.398942,0.630764,0.033801,0.445270,0.069661,0.385714,disco
0.336021,0.477359,0.326589,0.008100,0.505841,0.035006,0.545421,0.079753,0.522577,0.065030,0.531455,0.623178,0.606680,0.114983,0.347607,0.039536,0.511364,pop
0.338582,0.685875,0.258786,0.060101,0.407932,0.151690,0.567491,0.235645,0.484521,0.164223,0.300456,0.377877,0.630689,0.056949,0.447084,0.085466,0.301948,disco
0.164541,0.644216,0.073548,0.008028,0.207458,0.020127,0.271690,0.036885,0.247978,0.022619,0.235091,0.301329,0.628933,0.010964,0.440733,0.000107,0.170315,classical
0.531988,0.464037,0.335551,0.061297,0.456637,0.026116,0.432696,0.033975,0.461011,0.037157,0.616113,0.703235,0.568649,0.064624,0.315913,0.161713,0.385714,disco
0.565916,0.461712,0.230995,0.052738,0.587678,0.147514,0.598491,0.077410,0.610396,0.096918,0.681829,0.761738,0.629785,0.030075,0.454627,0.083732,0.301948,disco
0.606387,0.457843,0.364528,0.205496,0.569972,0.200028,0.777038,0.089138,0.700892,0.161378,0.466616,0.558293,0.630279,0.103275,0.451330,0.191657,0.412167,disco
0.214094,0.618740,0.344115,0.049927,0.178244,0.008582,0.148957,0.026923,0.168172,0.010932,0.287418,0.362860,0.604189,0.177629,0.406948,0.012543,0.601113,classical
0.424305,0.577113,0.227293,0.044581,0.395352,0.199232,0.452454,0.116336,0.445420,0.113043,0.360033,0.444904,0.628864,0.035007,0.445286,0.065288,0.285195,disco
0.395214,0.684945,0.133212,0.020463,0.386645,0.347464,0.443629,0.126303,0.436464,0.161766,0.345826,0.429158,0.629785,0.015473,0.444830,0.025076,0.340024,rock
0.486539,0.528620,0.331182,0.066383,0.505638,0.049567,0.647970,0.077145,0.592231,0.073016,0.454455,0.545779,0.628335,0.076509,0.397346,0.102462,0.656344,pop
0.265733,0.603258,0.079409,0.004503,0.144199,0.007012,0.234764,0.026447,0.166428,0.004033,0.149439,0.196259,0.612199,0.009362,0.423472,0.001299,0.178762,classical
0.312060,0.720323,0.306626,0.016268,0.362519,0.065087,0.483840,0.054670,0.453413,0.080117,0.286775,0.362116,0.629587,0.080401,0.445324,0.066958,0.301948,disco
0.402143,0.732906,0.392785,0.220522,0.568217,0.566110,0.855976,0.196106,0.725590,0.348851,0.340447,0.423157,0.629500,0.134938,0.445759,0.209693,0.474408,pop
0.472853,0.482177,0.397896,0.166416,0.490131,0.080471,0.516066,0.040491,0.536151,0.059157,0.591441,0.680448,0.630337,0.092525,0.491732,0.268630,0.320158,disco
0.486094,0.587171,0.276745,0.073504,0.338446,0.138077,0.458999,0.195513,0.422126,0.146626,0.270112,0.342733,0.985134,0.043841,0.928925,0.109716,0.385714,disco
0.456913,0.553680,0.396209,0.122226,0.377163,0.153770,0.459080,0.351391,0.404527,0.228602,0.379794,0.466559,0.629564,0.124554,0.444136,0.151384,0.340024,disco
0.466444,0.883898,0.358970,0.101532,0.269279,0.256732,0.672888,0.220360,0.390057,0.466030,0.045720,0.061791,0.628058,0.177060,0.434783,0.050762,0.441558,pop
0.501137,0.719141,0.584545,0.524052,0.742041,0.341583,0.886913,0.140298,0.847401,0.181112,0.607226,0.695079,0.627210,0.202134,0.399455,0.585977,0.320158,pop
0.302714,0.576831,0.192752,0.004902,0.409655,0.139381,0.696621,0.149830,0.564658,0.210640,0.252806,0.322386,0.593488,0.043568,0.312857,0.010699,0.385714,rock
0.147459,0.610163,0.089465,0.012840,0.217925,0.017821,0.270893,0.023325,0.253398,0.014797,0.214687,0.276789,0.629303,0.015374,0.438437,0.000739,0.412167,classical
0.350403,0.772005,0.316206,0.066491,0.203272,0.067422,0.368133,0.088004,0.284959,0.093126,0.120732,0.159835,0.572549,0.095627,0.507073,0.085544,0.255411,rock
0.418566,0.581224,0.272065,0.059053,0.600802,0.149803,0.790702,0.063353,0.743170,0.076910,0.496434,0.588517,0.629371,0.039300,0.443086,0.107579,0.361781,disco
0.398497,0.703491,0.201075,0.043038,0.294870,0.043293,0.399474,0.044267,0.347844,0.044847,0.245966,0.314283,0.629392,0.044812,0.450280,0.033449,0.340024,rock
0.467883,0.792986,0.697377,0.297392,0.583980,0.318290,0.906169,0.173482,0.788541,0.245039,0.335185,0.417267,0.633862,0.398083,0.433102,0.533516,0.285195,pop
0.298947,0.466497,0.019297,0.000041,0.266426,0.004695,0.394809,0.004536,0.347439,0.012521,0.293616,0.370013,0.614659,0.000575,0.411194,0.000068,0.218182,classical
0.482355,0.537650,0.426755,0.049171,0.717537,0.262769,0.806723,0.113737,0.785015,0.143202,0.700713,0.777962,0.628742,0.125769,0.436329,0.193183,0.340024,disco
0.735798,0.306065,0.476327,0.180989,0.412089,0.111666,0.573931,0.066691,0.482853,0.085312,0.326181,0.407140,0.630821,0.139894,0.481017,0.295202,0.301948,pop
0.340339,0.550872,0.151701,0.017535,0.111834,0.004703,0.144592,0.011824,0.132624,0.004263,0.160781,0.210483,0.630123,0.026859,0.446544,0.008623,0.412167,classical
0.423747,0.557407,0.235014,0.018070,0.543964,0.305330,0.669781,0.185188,0.623065,0.150329,0.431186,0.521529,0.629757,0.049237,0.419379,0.043347,0.320158,rock
0.300576,0.743384,0.519487,0.845531,0.510113,0.282655,0.788672,0.240885,0.668709,0.337065,0.286366,0.361642,0.627659,0.217156,0.481934,0.496757,0.207373,pop
0.477380,0.750114,0.401797,0.041511,0.566526,0.194935,0.736298,0.109645,0.671622,0.154835,0.452000,0.543239,0.629031,0.130168,0.440547,0.143935,0.320158,disco
0.474722,0.612677,0.244541,0.052193,0.521817,0.078145,0.605261,0.040038,0.617211,0.041261,0.533326,0.625004,0.629723,0.046171,0.450298,0.067091,0.320158,disco
0.510730,0.451187,0.252912,0.048786,0.385201,0.041807,0.434710,0.060209,0.433014,0.043372,0.398796,0.487111,0.628896,0.056887,0.380560,0.042561,0.553247,rock
0.424729,0.597417,0.698748,0.257247,0.625229,0.142658,0.795322,0.093235,0.745357,0.121650,0.563845,0.654431,0.627266,0.375178,0.398866,0.460725,0.301948,pop
0.540180,0.458467,0.470073,0.110785,0.447556,0.131830,0.569060,0.143178,0.506910,0.168582,0.383302,0.470374,0.626495,0.206457,0.321106,0.169476,0.412167,rock
0.312364,0.682110,0.184096,0.008729,0.426605,0.283279,0.690530,0.221575,0.545342,0.287337,0.292154,0.368329,0.597873,0.034168,0.300230,0.015813,0.255411,rock
0.551861,0.476146,0.261425,0.031465,0.481112,0.158232,0.569217,0.194220,0.497794,0.184968,0.473632,0.565463,0.567180,0.053128,0.190863,0.067769,0.385714,rock
0.468753,0.562781,0.230566,0.035345,0.335649,0.106320,0.503148,0.118855,0.459512,0.118953,0.254385,0.324251,0.628893,0.046891,0.383225,0.040832,0.412167,disco
0.184819,0.580075,0.108639,0.010945,0.173978,0.022435,0.254644,0.060804,0.173894,0.012116,0.238658,0.305587,0.615270,0.016530,0.410176,0.003529,0.474408,classical
0.514603,0.593319,0.397836,0.118297,0.673519,0.248578,0.794406,0.091818,0.759865,0.136561,0.596819,0.685454,0.631053,0.086726,0.451844,0.210370,0.361781,disco
0.439511,0.622219,0.211057,0.019749,0.342146,0.050237,0.470617,0.058780,0.430997,0.068592,0.279993,0.354251,0.629920,0.043069,0.445992,0.032684,0.361781,rock
0.645494,0.767956,0.771427,0.605230,0.732102,0.323295,0.834856,0.166353,0.798439,0.208597,0.608513,0.696263,0.629554,0.509972,0.390637,0.589218,0.285195,pop
0.176211,0.556267,0.047924,0.005904,0.227314,0.014946,0.289249,0.024715,0.259243,0.013775,0.289172,0.364887,0.613920,0.004625,0.411139,0.000374,0.285195,classical
0.148950,0.545359,0.132120,0.012582,0.078445,0.002182,0.071244,0.006999,0.094493,0.003650,0.123948,0.163945,0.629774,0.030892,0.446642,0.000464,0.178762,classical
0.436055,0.632793,0.216459,0.030663,0.313103,0.158508,0.528215,0.158269,0.441093,0.179933,0.216382,0.278840,0.632036,0.039407,0.503145,0.046654,0.340024,disco
0.505614,0.531150,0.234475,0.032082,0.314136,0.098961,0.489110,0.103374,0.436907,0.108627,0.215447,0.277709,0.629546,0.055665,0.385343,0.034278,0.412167,disco
0.487871,0.625341,0.455247,0.111414,0.619970,0.110756,0.736752,0.091775,0.693765,0.104892,0.593312,0.682192,0.629514,0.113831,0.438243,0.258875,0.285195,pop
0.545478,0.517403,0.453770,0.080232,0.676013,0.053601,0.761692,0.033488,0.747016,0.044972,0.692411,0.770862,0.645011,0.134162,0.599020,0.210522,0.197240,rock
0.656310,0.545355,0.324255,0.226320,0.670145,0.636322,0.672654,0.132693,0.667267,0.138047,0.602900,0.691087,0.629194,0.066421,0.453545,0.213958,0.412167,disco
0.514147,0.522969,0.424052,0.029620,0.454819,0.070746,0.515298,0.046993,0.519146,0.062420,0.495206,0.587285,0.629411,0.126146,0.351254,0.130026,0.441558,rock
0.049339,0.548212,0.323740,0.060443,0.064689,0.000623,0.169264,0.011703,0.046926,0.001510,0.091031,0.121510,0.655004,0.177859,0.493930,0.002982,0.340024,classical
0.504356,0.477205,0.192557,0.030321,0.468948,0.064670,0.487410,0.045038,0.509257,0.034125,0.526953,0.618773,0.629846,0.023359,0.446337,0.048246,0.285195,disco
0.444255,0.631044,0.301770,0.020475,0.255359,0.056484,0.438658,0.142260,0.323891,0.096321,0.151953,0.199420,0.627285,0.101370,0.365837,0.042232,0.340024,rock
0.574647,0.520873,0.553011,0.264041,0.685637,0.145402,0.774091,0.057702,0.742284,0.077898,0.571445,0.661653,0.629876,0.247383,0.438525,0.342934,0.441558,pop
0.459772,0.529328,0.346861,0.218594,0.429232,0.113630,0.542301,0.181823,0.483051,0.149975,0.391254,0.478985,0.629776,0.056944,0.447400,0.232886,0.412167,disco
0.595726,0.462406,0.467087,0.053837,0.254940,0.051002,0.351296,0.051465,0.318885,0.056986,0.205215,0.265294,0.630175,0.247980,0.448638,0.101763,0.441558,rock
0.463190,0.563737,0.430173,0.097900,0.548177,0.176347,0.643943,0.172045,0.603543,0.179993,0.521983,0.613893,0.624136,0.129103,0.338064,0.216963,0.340024,disco
0.469180,0.654695,0.389834,0.083858,0.273282,0.180689,0.562512,0.297938,0.360674,0.343732,0.123597,0.163497,0.631407,0.156183,0.451817,0.087479,0.197240,disco
0.274013,0.628329,0.409619,0.199565,0.236819,0.033150,0.260390,0.025227,0.268547,0.026353,0.252748,0.322317,0.631687,0.270207,0.445237,0.042216,0.106494,rock
0.444167,0.603930,0.672706,0.282388,0.544166,0.155228,0.837201,0.117052,0.731199,0.177563,0.359682,0.444517,0.632699,0.391439,0.438284,0.338082,0.301948,pop
0.512031,0.796446,0.314934,0.137112,0.326538,0.455557,0.437757,0.803238,0.380856,0.492330,0.231408,0.296922,0.629308,0.076542,0.443230,0.142928,0.340024,disco
0.289167,0.718103,0.789834,0.430650,0.847061,0.119319,0.962741,0.040337,0.961577,0.021251,0.840797,0.890104,0.636039,0.622755,0.535622,0.459530,0.207373,pop
0.470990,0.644385,0.681760,0.571517,0.594871,0.346728,0.813370,0.153994,0.713071,0.273959,0.386576,0.473925,0.628953,0.602251,0.468173,0.323556,0.412167,pop
0.522420,0.811167,0.511415,0.396354,0.781862,0.464019,0.878322,0.138025,0.861796,0.206222,0.574953,0.664972,0.632598,0.317701,0.439735,0.234428,0.229736,pop
0.412926,0.571313,0.216764,0.041853,0.442893,0.220708,0.573966,0.154442,0.533540,0.222487,0.383653,0.470754,0.576886,0.036522,0.237160,0.064090,0.340024,disco
0.338149,0.725389,0.272400,0.034737,0.300085,0.123374,0.410345,0.243469,0.367555,0.169601,0.211939,0.273461,0.629715,0.074106,0.446178,0.057480,0.511364,disco
0.529994,0.755620,0.135069,0.072375,0.447355,0.151564,0.446044,0.081430,0.461190,0.092283,0.505087,0.597165,0.629637,0.005400,0.442180,0.080015,0.340024,disco
0.603930,0.517048,0.614522,0.291416,0.649957,0.193780,0.778980,0.094601,0.728342,0.135651,0.520288,0.612224,0.629175,0.322195,0.440794,0.366381,0.301948,pop
0.437931,0.577652,0.406518,0.031676,0.377138,0.014640,0.422602,0.025465,0.404979,0.021994,0.407975,0.496943,0.628543,0.150986,0.377742,0.090796,0.441558,rock
0.454085,0.796242,0.224976,0.033581,0.399303,0.204730,0.571485,0.176583,0.513112,0.173404,0.208957,0.269843,0.574976,0.042493,0.228928,0.062523,0.361781,disco
0.522342,0.506989,0.490169,0.054071,0.637167,0.073905,0.710336,0.059159,0.687496,0.073787,0.671130,0.752430,0.640433,0.170225,0.611642,0.218391,0.361781,rock
0.398383,0.747315,0.423505,0.246490,0.586894,0.282848,0.799315,0.164479,0.720311,0.181085,0.453870,0.545174,0.638053,0.137378,0.582622,0.294166,0.242115,pop
0.267679,0.592991,0.017488,0.000191,0.144893,0.022453,0.263103,0.056193,0.168813,0.022714,0.132191,0.174447,0.629783,0.000559,0.445764,0.000042,0.601113,classical
0.450566,0.569974,0.254368,0.053345,0.604242,0.299133,0.681124,0.062739,0.680681,0.098433,0.571387,0.661597,0.629745,0.042888,0.446484,0.089604,0.301948,disco
0.111326,0.649438,0.075136,0.008790,0.432772,0.024568,0.370268,0.019980,0.414189,0.027865,0.532156,0.623863,0.609710,0.010349,0.426701,0.001025,0.269730,classical
0.457105,0.833608,0.218745,0.030356,0.366987,0.186869,0.570587,0.141508,0.504421,0.159742,0.145463,0.191250,0.571754,0.042522,0.214301,0.055151,0.361781,disco
0.576321,0.688918,0.530863,0.246719,0.570955,0.831437,0.685119,0.331467,0.596454,0.459707,0.411073,0.500248,0.623124,0.244828,0.445942,0.376554,0.255411,pop
0.514134,0.477364,0.438087,0.093711,0.444120,0.191445,0.504909,0.114119,0.502178,0.127469,0.446796,0.537841,0.629290,0.118995,0.431715,0.240040,0.412167,disco
0.315074,0.749275,0.385946,0.082005,0.254510,0.242616,0.645941,0.221386,0.344799,0.528442,0.055133,0.074322,0.630219,0.177301,0.437116,0.075163,0.162338,pop
0.439913,0.563907,0.285900,0.063389,0.504991,0.043996,0.538504,0.053208,0.546587,0.060472,0.562675,0.653316,0.630562,0.058780,0.439861,0.091733,0.301948,disco
